Sr_No,Cust_ID,FCC_FCR_ID,Application_No,Cust_Name,Segment,Application_Status,Type_of_Workflow,Type_of_case,Proj_Finance (Y/N),Zone,RM_Name,RM_ID,Analyst_Name,RBH_Name,RCH_Name,JD/Committee,Final_Approval_Month,#_Iterations,Business_Supervisory_Review_(Y/N),Credit_Supervisory_Review_(Y/N),Date_of_Input,Date_of_Login,Date_of_Circulation,Date_of_BH_Approval,Date_of_CH_Approval,Date_of_Final_Approval,CAM_Creation_TAT,Credit_Review_TAT,Business_Review_TAT,Total_Review_TAT,Committee_TAT,RM_TAT,Final_TAT,Overall_TAT,Current_Exposure,Proposed_Exposure,CAM_Finalization_InDate,CAM_Finalization_TAT
442,CTPT-4651,NA,APP-1441,Mora-Sparks,Pharmaceuticals,REJECT,APPWF_RSTBB,Renewal,Y,SOUTH,Adam Ross,RM8811,Jeanette Mata,Teresa Aguilar,John Weeks,BOD,June,2,N,Y,20-11-2020,21-11-2020,24-11-2020,26-11-2020,NA,NA,10,4,1,15,5,2,22,22,88875969,88812276,NA,NA
443,CTPT-4094,NA,APP-1442,Nelson Group,Manufacturing,APPROVE,APPWF_BGNBB,Fresh,N,SOUTH,Mr. Jason Simpson,RM7456,Jeffrey White,Teresa Aguilar,Harry Harris,FRC,April,8,Y,Y,19-05-2025,20-05-2025,22-05-2025,25-05-2025,26-05-2025,28-05-2025,2,3,6,11,3,4,18,19,44002531,46925195,28-05-2025,0
444,CTPT-2545,NA,APP-1443,"Lopez, West and Mclean",Textiles,APPROVE,APPWF_BGNBB,Restructuring,N,WEST,John Day,RM1181,Jeffrey White,Christopher Hawkins,Harry Harris,ZCC,December,2,Y,Y,20-11-2021,21-11-2021,24-11-2021,28-11-2021,01-12-2021,04-12-2021,2,5,7,14,5,1,20,20,84995909,89776740,07-12-2021,3
445,CTPT-7878,NA,APP-1444,Dean-Martin,IT Services,APPROVE,APPWF_RNWBB,Restructuring,Y,CENTRAL,Joseph Ford,RM9182,Jeffrey White,Alexander Ramirez,Joseph Hicks,BOD,April,5,Y,N,21-03-2020,21-03-2020,21-03-2020,26-03-2020,29-03-2020,30-03-2020,5,7,10,22,1,2,25,25,85781371,90441668,30-03-2020,0
446,CTPT-3677,NA,APP-1445,"Holland, Lopez and Brown",Pharmaceuticals,APPROVE,APPWF_BGNBB,Restructuring,Y,EAST,Kimberly Gillespie,RM8193,Ian Sweeney,Alexander Ramirez,John Weeks,JDC,October,4,N,Y,16-11-2019,17-11-2019,19-11-2019,20-11-2019,22-11-2019,23-11-2019,7,10,4,21,2,2,25,26,76922080,76567218,24-11-2019,1
447,CTPT-9197,NA,APP-1446,Carter Inc,Retail,REJECT,APPWF_BGNBB,Restructuring,Y,NORTH,Franklin Harrell DDS,RM3212,Megan Madden,Shannon Jackson,Richard Ferguson,FRC,October,7,Y,N,19-08-2020,21-08-2020,24-08-2020,27-08-2020,NA,NA,10,2,9,21,2,2,25,28,92892017,97851639,NA,NA
448,CTPT-4649,NA,APP-1447,Cross Group,Pharmaceuticals,APPROVE,APPWF_RSTBB,Fresh,Y,SOUTH,Derek Hamilton,RM7181,Jeanette Mata,Teresa Aguilar,Joseph Hicks,BOD,May,6,Y,Y,08-02-2021,08-02-2021,11-02-2021,14-02-2021,14-02-2021,16-02-2021,4,4,7,15,2,3,20,21,61374249,63916143,18-02-2021,2
449,CTPT-7935,NA,APP-1448,"Duncan, Rodriguez and Evans",Retail,PENDING,APPWF_RNWBB,Fresh,Y,EAST,Justin Walton,RM8190,Keith Kramer,Teresa Aguilar,Joan Barry,JDC,July,10,N,Y,02-05-2023,04-05-2023,06-05-2023,06-05-2023,NA,NA,2,4,1,7,3,1,11,13,18766296,19784202,NA,NA
450,CTPT-9703,NA,APP-1449,Wiggins and Sons,Construction,PENDING,APPWF_BGNBB,Restructuring,Y,SOUTH,Jonathan Daniel,RM9235,Ricardo Mcknight,Christopher Hawkins,Richard Ferguson,FRC,February,4,N,N,12-10-2019,14-10-2019,16-10-2019,17-10-2019,NA,NA,10,8,3,21,1,5,27,27,11532300,14891501,NA,NA
451,CTPT-9942,NA,APP-1450,"Harrison, Rodriguez and Cohen",Textiles,APPROVE,APPWF_BGNBB,Restructuring,N,CENTRAL,Joseph Ford,RM2231,Carlos Wilson,Karen Nelson,Joseph Hicks,ZCC,April,3,Y,N,09-08-2023,09-08-2023,09-08-2023,12-08-2023,12-08-2023,14-08-2023,6,10,10,26,5,2,33,34,41761576,46729152,16-08-2023,2
452,CTPT-2360,NA,APP-1451,Hardy Ltd,IT Services,REJECT,APPWF_BGNBB,Restructuring,Y,CENTRAL,Mr. Jason Simpson,RM6790,Keith Kramer,Teresa Aguilar,Richard Ferguson,ZCC,April,6,N,N,21-07-2024,22-07-2024,23-07-2024,23-07-2024,NA,NA,4,8,3,15,2,1,18,20,85999613,89638304,NA,NA
453,CTPT-2926,NA,APP-1452,"Cameron, Hernandez and Watson",Construction,PENDING,APPWF_BGNBB,Restructuring,N,NORTH,Stephen Singh,RM6178,Scott Fox,Karen Nelson,Joan Barry,BOD,October,3,N,Y,24-06-2024,24-06-2024,26-06-2024,01-07-2024,NA,NA,8,5,7,20,3,1,24,25,92713069,93128205,NA,NA
454,CTPT-4106,FCR-279,APP-1453,"Aguilar, Knight and Salazar",Pharmaceuticals,APPROVE,APPWF_RSTBB,Restructuring,Y,WEST,John Day,RM5928,Jill Mcintosh,Teresa Aguilar,Richard Ferguson,ZCC,June,1,N,Y,20-05-2020,21-05-2020,24-05-2020,28-05-2020,28-05-2020,01-06-2020,5,5,2,12,1,2,15,17,81652742,81272177,01-06-2020,0
455,CTPT-2350,NA,APP-1454,"Daniel, Mason and Barrett",Automobile,REJECT,APPWF_RNWBB,Restructuring,N,EAST,Joseph Ford,RM9769,Juan Reeves,Teresa Aguilar,Joan Barry,BOD,June,7,N,Y,11-09-2021,13-09-2021,16-09-2021,18-09-2021,NA,NA,9,1,1,11,3,2,16,19,92754310,93506186,NA,NA
456,CTPT-2493,NA,APP-1455,Silva Ltd,Textiles,PENDING,APPWF_BGNBB,Renewal,N,CENTRAL,Joseph Ford,RM7723,Jill Mcintosh,Karen Nelson,Joseph Hicks,BOD,January,1,Y,Y,08-08-2024,10-08-2024,11-08-2024,15-08-2024,NA,NA,8,2,9,19,1,4,24,26,43411357,48252224,NA,NA
457,CTPT-2381,NA,APP-1456,Berry-Valencia,Manufacturing,PENDING,APPWF_RSTBB,Fresh,Y,SOUTH,Sandy Gutierrez,RM9705,Scott Fox,Alexander Ramirez,Harry Harris,BOD,June,7,Y,N,11-01-2020,11-01-2020,13-01-2020,18-01-2020,NA,NA,7,9,1,17,5,5,27,28,32979697,36314797,NA,NA
458,CTPT-7477,NA,APP-1457,Morales-Wong,Automobile,PENDING,APPWF_BGNBB,Fresh,Y,NORTH,Stephen Singh,RM1514,Juan Reeves,Shannon Jackson,John Weeks,BOD,October,6,Y,Y,25-11-2018,25-11-2018,27-11-2018,27-11-2018,NA,NA,3,1,10,14,4,5,23,26,43099619,45268016,NA,NA
459,CTPT-9998,NA,APP-1458,Hansen-Barker,Automobile,PENDING,APPWF_RNWBB,Renewal,N,NORTH,Mr. Jason Simpson,RM4557,Scott Aguilar,Christopher Hawkins,Richard Ferguson,JDC,December,5,Y,Y,12-09-2019,13-09-2019,13-09-2019,16-09-2019,NA,NA,3,6,1,10,2,2,14,16,38744472,40064263,NA,NA
460,CTPT-7886,FCR-873,APP-1459,Guerrero-Aguilar,Construction,APPROVE,APPWF_BGNBB,Fresh,Y,CENTRAL,Joseph Ford,RM3752,Ricardo Mcknight,Teresa Aguilar,John Weeks,FRC,June,7,Y,Y,30-08-2022,01-09-2022,03-09-2022,04-09-2022,05-09-2022,05-09-2022,5,6,9,20,5,3,28,29,41063190,41923603,05-09-2022,0
461,CTPT-3271,NA,APP-1460,Willis Group,Textiles,PENDING,APPWF_RNWBB,Restructuring,Y,NORTH,Adam Ross,RM7128,Keith Kramer,Teresa Aguilar,John Weeks,ZCC,January,9,Y,Y,02-06-2023,02-06-2023,04-06-2023,09-06-2023,NA,NA,5,9,4,18,3,1,22,23,66105280,70072615,NA,NA
462,CTPT-4215,NA,APP-1461,Morton-Rogers,Construction,APPROVE,APPWF_RNWBB,Restructuring,Y,CENTRAL,Sandy Gutierrez,RM1888,Carlos Wilson,Karen Nelson,Richard Ferguson,FRC,November,5,N,Y,27-06-2024,27-06-2024,29-06-2024,04-07-2024,05-07-2024,10-07-2024,10,3,9,22,2,2,26,28,4461087,4383545,11-07-2024,1
463,CTPT-7822,NA,APP-1462,Yates-Buchanan,Manufacturing,APPROVE,APPWF_RNWBB,Fresh,Y,CENTRAL,Jon Wiggins,RM8762,Megan Madden,Karen Nelson,Joseph Hicks,ZCC,February,2,N,Y,26-09-2023,27-09-2023,29-09-2023,04-10-2023,06-10-2023,06-10-2023,2,6,10,18,2,2,22,25,78231520,79994136,08-10-2023,2
464,CTPT-7904,NA,APP-1463,Burton and Sons,Education,APPROVE,APPWF_RNWBB,Fresh,N,WEST,Sarah Weaver,RM2552,Tammy Moody,Teresa Aguilar,Harry Harris,ZCC,May,6,Y,Y,10-01-2021,12-01-2021,13-01-2021,16-01-2021,18-01-2021,21-01-2021,10,5,4,19,1,3,23,24,86939769,86476019,23-01-2021,2
465,CTPT-2141,FCR-728,APP-1464,"Rivas, Vaughan and Richardson",Textiles,REJECT,APPWF_BGNBB,Fresh,Y,CENTRAL,John Day,RM6590,Scott Fox,Christopher Hawkins,John Weeks,JDC,May,9,N,N,27-05-2022,27-05-2022,30-05-2022,04-06-2022,NA,NA,6,6,2,14,2,2,18,21,45648462,46618718,NA,NA
466,CTPT-1236,NA,APP-1465,Warren Inc,Automobile,APPROVE,APPWF_RSTBB,Renewal,N,WEST,Sarah Weaver,RM3485,Jill Mcintosh,Karen Nelson,Richard Ferguson,ZCC,May,9,N,N,03-04-2021,05-04-2021,06-04-2021,11-04-2021,14-04-2021,16-04-2021,2,8,10,20,4,1,25,25,94166331,98753394,18-04-2021,2
467,CTPT-1500,NA,APP-1466,Eaton-Brandt,Education,REJECT,APPWF_RSTBB,Restructuring,Y,EAST,Derek Hamilton,RM8614,James Scott,Shannon Jackson,Joseph Hicks,JDC,June,10,Y,Y,13-04-2024,13-04-2024,14-04-2024,17-04-2024,NA,NA,1,1,5,7,4,4,15,17,83287646,83019210,NA,NA
468,CTPT-2710,NA,APP-1467,Burton Inc,Construction,APPROVE,APPWF_BGNBB,Renewal,N,NORTH,Kimberly Gillespie,RM1265,Scott Fox,Alexander Ramirez,Harry Harris,BOD,August,3,Y,Y,22-08-2019,22-08-2019,24-08-2019,24-08-2019,25-08-2019,27-08-2019,6,1,1,8,4,2,14,16,39825125,42001618,30-08-2019,3
469,CTPT-4148,NA,APP-1468,"Johnson, Walker and Martin",Manufacturing,APPROVE,APPWF_RSTBB,Fresh,N,CENTRAL,Sarah Weaver,RM1020,Stephanie Pearson,Teresa Aguilar,Richard Ferguson,JDC,February,1,Y,N,15-04-2020,17-04-2020,18-04-2020,22-04-2020,23-04-2020,28-04-2020,7,4,7,18,4,5,27,30,15877179,16930082,30-04-2020,2
470,CTPT-2761,NA,APP-1469,Fletcher-Maxwell,Textiles,PENDING,APPWF_BGNBB,Restructuring,Y,CENTRAL,Stephen Singh,RM4187,Stephanie Pearson,Christopher Hawkins,Harry Harris,JDC,February,6,Y,N,03-01-2024,05-01-2024,05-01-2024,07-01-2024,NA,NA,5,3,4,12,5,2,19,19,53435815,57023386,NA,NA
471,CTPT-1152,FCR-807,APP-1470,Kelley-Cochran,Textiles,APPROVE,APPWF_RNWBB,Restructuring,Y,WEST,Andrea Brown,RM4030,James Scott,Christopher Hawkins,Joan Barry,JDC,September,5,Y,N,16-02-2021,16-02-2021,18-02-2021,19-02-2021,21-02-2021,25-02-2021,8,10,10,28,5,4,37,39,95076661,98129815,25-02-2021,0
472,CTPT-4398,NA,APP-1471,Torres Group,Automobile,APPROVE,APPWF_RNWBB,Fresh,N,NORTH,Douglas Mccarthy,RM5995,Scott Aguilar,Alexander Ramirez,John Weeks,FRC,June,9,Y,Y,17-07-2022,18-07-2022,21-07-2022,21-07-2022,24-07-2022,24-07-2022,6,7,3,16,2,2,20,21,37977255,39315117,26-07-2022,2
473,CTPT-8016,NA,APP-1472,Merritt LLC,Manufacturing,PENDING,APPWF_RSTBB,Restructuring,Y,CENTRAL,Jonathan Daniel,RM9263,Scott Fox,Karen Nelson,Joseph Hicks,JDC,January,8,Y,N,28-02-2021,02-03-2021,02-03-2021,06-03-2021,NA,NA,3,9,9,21,4,2,27,29,36413757,38275934,NA,NA
474,CTPT-8084,NA,APP-1473,"Morgan, Warren and Barnes",Pharmaceuticals,REJECT,APPWF_BGNBB,Fresh,Y,WEST,Kimberly Gillespie,RM4819,Matthew Horn,Christopher Hawkins,Joan Barry,JDC,April,5,N,Y,16-02-2021,16-02-2021,17-02-2021,17-02-2021,NA,NA,8,10,9,27,2,2,31,32,67679841,67620629,NA,NA
475,CTPT-3256,NA,APP-1474,"Hamilton, Lopez and Zhang",Automobile,REJECT,APPWF_BGNBB,Fresh,Y,CENTRAL,Joseph Ford,RM6047,Taylor James,Alexander Ramirez,Joseph Hicks,BOD,January,1,Y,Y,15-09-2022,15-09-2022,15-09-2022,18-09-2022,NA,NA,6,1,1,8,5,2,15,18,26111853,30856202,NA,NA
476,CTPT-4605,FCR-999,APP-1475,"King, Knight and Strickland",Pharmaceuticals,APPROVE,APPWF_RNWBB,Renewal,N,EAST,Stephen Singh,RM5770,Carlos Wilson,Alexander Ramirez,John Weeks,BOD,January,8,Y,N,08-01-2021,09-01-2021,10-01-2021,12-01-2021,14-01-2021,16-01-2021,9,3,7,19,1,5,25,26,35765168,38949266,18-01-2021,2
477,CTPT-1710,NA,APP-1476,Adams PLC,Automobile,PENDING,APPWF_BGNBB,Fresh,Y,WEST,Andrea Brown,RM1401,Keith Kramer,Karen Nelson,Richard Ferguson,BOD,August,8,Y,Y,29-08-2020,30-08-2020,31-08-2020,01-09-2020,NA,NA,10,2,9,21,4,3,28,30,60735070,60837871,NA,NA
478,CTPT-9643,FCR-278,APP-1477,"Rocha, Kline and Martinez",Retail,APPROVE,APPWF_RSTBB,Fresh,N,NORTH,Douglas Mccarthy,RM5167,Megan Madden,Teresa Aguilar,Joan Barry,ZCC,April,3,Y,N,22-07-2021,22-07-2021,22-07-2021,22-07-2021,23-07-2021,27-07-2021,3,5,10,18,4,5,27,27,47973067,48772680,27-07-2021,0
479,CTPT-2288,NA,APP-1478,Brady-Ward,Retail,APPROVE,APPWF_BGNBB,Fresh,Y,EAST,Franklin Harrell DDS,RM1527,Jill Mcintosh,Teresa Aguilar,Harry Harris,BOD,January,10,Y,N,27-09-2024,28-09-2024,01-10-2024,03-10-2024,03-10-2024,05-10-2024,1,4,5,10,2,1,13,14,65186878,67415335,07-10-2024,2
480,CTPT-4494,NA,APP-1479,Curtis PLC,Textiles,APPROVE,APPWF_RSTBB,Restructuring,N,NORTH,Deanna Jones,RM2783,Megan Madden,Karen Nelson,Joseph Hicks,BOD,March,9,Y,Y,26-09-2024,26-09-2024,28-09-2024,01-10-2024,03-10-2024,04-10-2024,9,8,3,20,4,2,26,29,99481804,101500665,05-10-2024,1
481,CTPT-6391,FCR-626,APP-1480,"Mendoza, Bauer and Reyes",Construction,APPROVE,APPWF_RSTBB,Fresh,N,CENTRAL,Deanna Jones,RM2814,Carlos Wilson,Karen Nelson,John Weeks,FRC,July,8,N,N,06-09-2019,07-09-2019,09-09-2019,09-09-2019,12-09-2019,14-09-2019,8,10,4,22,1,3,26,28,66421074,70080224,14-09-2019,0
482,CTPT-1686,FCR-128,APP-1481,"Velasquez, Hall and Craig",Retail,REJECT,APPWF_BGNBB,Renewal,Y,NORTH,Howard Myers,RM5989,Jeanette Mata,Teresa Aguilar,John Weeks,ZCC,October,4,Y,N,14-01-2021,16-01-2021,16-01-2021,18-01-2021,NA,NA,6,8,6,20,4,4,28,28,43192735,45484360,NA,NA
483,CTPT-7146,NA,APP-1482,Crawford Inc,Automobile,APPROVE,APPWF_RNWBB,Fresh,Y,WEST,Jonathan Daniel,RM8903,Ian Sweeney,Teresa Aguilar,Harry Harris,ZCC,April,5,Y,Y,05-03-2024,06-03-2024,06-03-2024,06-03-2024,08-03-2024,08-03-2024,1,8,6,15,1,5,21,23,58809568,61165017,10-03-2024,2
484,CTPT-8740,NA,APP-1483,Floyd and Sons,IT Services,APPROVE,APPWF_RSTBB,Restructuring,N,WEST,Stephen Singh,RM6417,Stephanie Pearson,Teresa Aguilar,Harry Harris,ZCC,August,9,N,Y,30-04-2024,30-04-2024,02-05-2024,03-05-2024,03-05-2024,04-05-2024,4,9,9,22,4,3,29,31,97209770,97443849,07-05-2024,3
485,CTPT-6945,NA,APP-1484,Nguyen Ltd,Manufacturing,APPROVE,APPWF_RNWBB,Restructuring,N,SOUTH,Franklin Harrell DDS,RM2993,Jill Mcintosh,Shannon Jackson,John Weeks,ZCC,October,5,N,N,06-11-2024,06-11-2024,07-11-2024,07-11-2024,10-11-2024,10-11-2024,6,8,2,16,2,1,19,21,53278381,55471446,13-11-2024,3
486,CTPT-9417,NA,APP-1485,Kaiser Ltd,Manufacturing,APPROVE,APPWF_RNWBB,Fresh,N,EAST,Jonathan Daniel,RM8225,Leonard Young,Christopher Hawkins,Joseph Hicks,JDC,August,4,Y,Y,30-04-2018,30-04-2018,02-05-2018,05-05-2018,05-05-2018,08-05-2018,5,4,1,10,1,1,12,13,83992644,87774058,10-05-2018,2
487,CTPT-3489,NA,APP-1486,Brown PLC,Construction,PENDING,APPWF_RSTBB,Fresh,N,SOUTH,Sandy Gutierrez,RM3796,Scott Aguilar,Alexander Ramirez,John Weeks,JDC,December,8,Y,N,28-09-2024,28-09-2024,30-09-2024,03-10-2024,NA,NA,3,6,2,11,5,2,18,21,84664520,86182936,NA,NA
488,CTPT-1019,FCR-972,APP-1487,Chavez Ltd,Manufacturing,REJECT,APPWF_RNWBB,Fresh,Y,EAST,Jon Wiggins,RM4539,Jill Mcintosh,Shannon Jackson,Richard Ferguson,JDC,December,7,Y,Y,22-04-2019,23-04-2019,24-04-2019,26-04-2019,NA,NA,4,1,4,9,1,3,13,14,50244134,53207380,NA,NA
489,CTPT-8933,NA,APP-1488,"Johnston, Harper and Johnson",IT Services,PENDING,APPWF_RNWBB,Fresh,N,WEST,Stephen Singh,RM7230,Matthew Horn,Teresa Aguilar,Harry Harris,BOD,May,10,Y,N,07-04-2025,08-04-2025,08-04-2025,12-04-2025,NA,NA,5,9,4,18,2,4,24,27,59236607,64042634,NA,NA
490,CTPT-5132,NA,APP-1489,Fuller-Jordan,Manufacturing,APPROVE,APPWF_RNWBB,Renewal,N,SOUTH,Mr. Jason Simpson,RM3905,Ian Sweeney,Karen Nelson,Joseph Hicks,JDC,September,7,N,Y,22-12-2021,23-12-2021,25-12-2021,29-12-2021,29-12-2021,03-01-2022,1,5,10,16,1,5,22,24,84579960,88320050,06-01-2022,3
491,CTPT-3840,NA,APP-1490,Kelly Ltd,Construction,PENDING,APPWF_RNWBB,Restructuring,Y,SOUTH,Sandy Gutierrez,RM4509,Ian Sweeney,Christopher Hawkins,John Weeks,ZCC,March,9,Y,Y,17-01-2018,18-01-2018,20-01-2018,22-01-2018,NA,NA,9,3,4,16,1,4,21,23,23891179,28600942,NA,NA
492,CTPT-2225,NA,APP-1491,Hardy-Foster,Construction,PENDING,APPWF_RNWBB,Restructuring,Y,WEST,Deanna Jones,RM2951,Tammy Moody,Alexander Ramirez,Joan Barry,ZCC,February,10,Y,N,25-12-2023,25-12-2023,28-12-2023,28-12-2023,NA,NA,1,1,9,11,2,5,18,19,74050030,78920441,NA,NA
493,CTPT-5523,NA,APP-1492,Smith-Callahan,Retail,PENDING,APPWF_RNWBB,Restructuring,Y,NORTH,Stephen Singh,RM5179,Juan Reeves,Alexander Ramirez,Joseph Hicks,JDC,September,6,Y,N,02-08-2021,04-08-2021,05-08-2021,05-08-2021,NA,NA,7,1,7,15,3,3,21,23,22317917,27207422,NA,NA
494,CTPT-6389,FCR-466,APP-1493,Carter-Black,Education,APPROVE,APPWF_BGNBB,Renewal,N,EAST,Stephen Singh,RM4610,Tammy Moody,Karen Nelson,Joseph Hicks,JDC,March,4,Y,N,24-04-2018,25-04-2018,27-04-2018,27-04-2018,30-04-2018,02-05-2018,7,4,2,13,2,3,18,18,71355356,74058408,03-05-2018,1
495,CTPT-1513,NA,APP-1494,Murray-Reed,Education,PENDING,APPWF_BGNBB,Restructuring,Y,NORTH,Deanna Jones,RM8493,Matthew Horn,Alexander Ramirez,John Weeks,ZCC,August,7,Y,N,20-04-2024,21-04-2024,21-04-2024,23-04-2024,NA,NA,5,5,1,11,1,5,17,18,13065823,16395761,NA,NA
496,CTPT-7067,NA,APP-1495,Leonard-Garcia,Manufacturing,REJECT,APPWF_RSTBB,Restructuring,Y,NORTH,Stephen Singh,RM4674,Taylor James,Alexander Ramirez,Joseph Hicks,BOD,September,8,N,Y,19-09-2020,21-09-2020,22-09-2020,25-09-2020,NA,NA,9,2,10,21,3,4,28,30,6096203,5880324,NA,NA
497,CTPT-7905,FCR-517,APP-1496,Dunn Ltd,Manufacturing,REJECT,APPWF_RNWBB,Restructuring,Y,WEST,Deanna Jones,RM3490,Keith Kramer,Christopher Hawkins,Harry Harris,FRC,August,7,Y,N,18-02-2025,19-02-2025,20-02-2025,21-02-2025,NA,NA,10,8,2,20,1,4,25,25,29956417,32792355,NA,NA
498,CTPT-5745,NA,APP-1497,"Whitaker, Dillon and Williams",Pharmaceuticals,APPROVE,APPWF_BGNBB,Restructuring,Y,CENTRAL,Adam Ross,RM6943,Scott Fox,Christopher Hawkins,Joseph Hicks,BOD,April,3,N,N,15-08-2024,17-08-2024,18-08-2024,23-08-2024,24-08-2024,27-08-2024,6,9,5,20,2,5,27,28,71253880,71581623,30-08-2024,3
499,CTPT-6831,NA,APP-1498,"Ellis, Mcclure and Graves",Retail,APPROVE,APPWF_RSTBB,Renewal,Y,NORTH,Sandy Gutierrez,RM5467,Stephanie Pearson,Karen Nelson,Harry Harris,JDC,January,5,Y,Y,12-09-2023,14-09-2023,16-09-2023,18-09-2023,20-09-2023,25-09-2023,2,2,8,12,5,4,21,21,60390600,62481479,25-09-2023,0
500,CTPT-7630,NA,APP-1499,Parker-Powell,Pharmaceuticals,APPROVE,APPWF_BGNBB,Fresh,N,NORTH,Kimberly Gillespie,RM6479,Jeanette Mata,Alexander Ramirez,John Weeks,JDC,April,9,N,Y,01-07-2022,02-07-2022,02-07-2022,06-07-2022,08-07-2022,13-07-2022,2,6,3,11,1,2,14,15,56086689,56104702,14-07-2022,1
501,CTPT-9072,NA,APP-1500,Boyer-Nelson,Education,PENDING,APPWF_BGNBB,Renewal,N,NORTH,Renee Burke,RM6090,Stephanie Pearson,Christopher Hawkins,Harry Harris,BOD,July,6,N,Y,03-10-2022,03-10-2022,06-10-2022,06-10-2022,NA,NA,2,1,5,8,3,3,14,16,95227573,96226664,NA,NA
502,CTPT-5333,NA,APP-1501,"Wheeler, White and Montgomery",Education,PENDING,APPWF_RSTBB,Fresh,Y,SOUTH,Joseph Ford,RM2709,Juan Reeves,Alexander Ramirez,John Weeks,FRC,July,8,N,N,27-02-2022,27-02-2022,02-03-2022,04-03-2022,NA,NA,10,2,6,18,3,5,26,27,43253931,44014034,NA,NA
503,CTPT-3590,NA,APP-1502,"Preston, Vance and Brown",Construction,APPROVE,APPWF_BGNBB,Fresh,N,EAST,John Day,RM3569,Juan Reeves,Alexander Ramirez,Harry Harris,ZCC,January,5,Y,N,06-09-2019,06-09-2019,06-09-2019,09-09-2019,11-09-2019,16-09-2019,5,1,3,9,1,1,11,14,9184503,12621652,19-09-2019,3
504,CTPT-9892,NA,APP-1503,Frank-King,Automobile,APPROVE,APPWF_BGNBB,Restructuring,Y,CENTRAL,Jonathan Daniel,RM9295,Taylor James,Shannon Jackson,Joan Barry,JDC,January,10,N,Y,18-09-2019,19-09-2019,19-09-2019,19-09-2019,21-09-2019,21-09-2019,2,3,6,11,1,4,16,18,98727151,103049895,21-09-2019,0
505,CTPT-3742,NA,APP-1504,Vincent-Hernandez,Retail,PENDING,APPWF_RNWBB,Restructuring,N,NORTH,Andrea Brown,RM2798,Juan Reeves,Alexander Ramirez,Richard Ferguson,BOD,October,8,N,Y,12-05-2022,13-05-2022,13-05-2022,14-05-2022,NA,NA,9,4,5,18,2,2,22,24,22869878,27511257,NA,NA
506,CTPT-4683,NA,APP-1505,Collins PLC,Education,APPROVE,APPWF_BGNBB,Fresh,Y,NORTH,Jonathan Daniel,RM6365,Monica Richardson,Shannon Jackson,Joan Barry,JDC,July,6,Y,Y,13-09-2022,13-09-2022,14-09-2022,15-09-2022,17-09-2022,18-09-2022,1,8,3,12,2,4,18,19,9390972,10212513,18-09-2022,0
507,CTPT-3608,NA,APP-1506,Bird-Reynolds,Pharmaceuticals,REJECT,APPWF_BGNBB,Restructuring,N,SOUTH,Deanna Jones,RM4927,Keith Kramer,Teresa Aguilar,Joan Barry,JDC,January,2,N,Y,04-02-2023,06-02-2023,09-02-2023,10-02-2023,NA,NA,3,3,5,11,1,5,17,20,32994585,36501989,NA,NA
508,CTPT-1643,NA,APP-1507,"Davis, Sanders and Mccarty",Construction,APPROVE,APPWF_RNWBB,Fresh,Y,SOUTH,Mr. Jason Simpson,RM2857,Ian Sweeney,Karen Nelson,Richard Ferguson,ZCC,July,7,N,Y,10-01-2022,10-01-2022,13-01-2022,14-01-2022,16-01-2022,17-01-2022,3,9,3,15,5,5,25,27,3776511,6452791,17-01-2022,0
509,CTPT-9133,NA,APP-1508,"Bradford, Brock and Kim",Retail,APPROVE,APPWF_RNWBB,Renewal,Y,NORTH,Jon Wiggins,RM1931,Scott Fox,Teresa Aguilar,John Weeks,BOD,September,7,N,Y,21-04-2023,23-04-2023,24-04-2023,29-04-2023,30-04-2023,05-05-2023,4,3,9,16,1,2,19,19,31234262,31443243,07-05-2023,2
510,CTPT-4819,NA,APP-1509,"Barrera, Brown and Lawson",Manufacturing,PENDING,APPWF_BGNBB,Renewal,Y,EAST,Sandy Gutierrez,RM4036,Carlos Wilson,Teresa Aguilar,John Weeks,BOD,June,3,N,N,09-08-2020,09-08-2020,12-08-2020,15-08-2020,NA,NA,4,6,3,13,2,1,16,17,78188297,78084098,NA,NA
511,CTPT-7941,NA,APP-1510,"Walsh, Smith and Fowler",Manufacturing,APPROVE,APPWF_BGNBB,Renewal,Y,WEST,Kimberly Gillespie,RM2250,Jeanette Mata,Karen Nelson,John Weeks,JDC,September,2,N,Y,06-03-2023,07-03-2023,09-03-2023,13-03-2023,15-03-2023,18-03-2023,7,4,10,21,4,2,27,27,49025047,51920718,20-03-2023,2
512,CTPT-2897,NA,APP-1511,Peterson Inc,Pharmaceuticals,REJECT,APPWF_RSTBB,Renewal,Y,SOUTH,Justin Walton,RM8996,Chris Carr,Alexander Ramirez,Joan Barry,FRC,August,4,N,Y,21-12-2018,23-12-2018,24-12-2018,25-12-2018,NA,NA,8,9,2,19,4,2,25,26,17401042,18613774,NA,NA
513,CTPT-9589,FCR-300,APP-1512,Lopez-Liu,Automobile,APPROVE,APPWF_BGNBB,Fresh,Y,NORTH,Jonathan Daniel,RM1548,Matthew Horn,Shannon Jackson,Joan Barry,BOD,October,2,Y,N,23-05-2023,23-05-2023,25-05-2023,29-05-2023,31-05-2023,01-06-2023,10,5,4,19,5,3,27,30,42642098,46106445,01-06-2023,0
