Sr_No,Cust_ID,FCC_FCR_ID,Application_No,Cust_Name,Segment,Application_Status,Type_of_Workflow,Type_of_case,Proj_Finance (Y/N),Zone,RM_Name,RM_ID,Analyst_Name,RBH_Name,RCH_Name,JD/Committee,Final_Approval_Month,#_Iterations,Business_Supervisory_Review_(Y/N),Credit_Supervisory_Review_(Y/N),Date_of_Input,Date_of_Login,Date_of_Circulation,Date_of_BH_Approval,Date_of_CH_Approval,Date_of_Final_Approval,CAM_Creation_TAT,Credit_Review_TAT,Business_Review_TAT,Total_Review_TAT,Committee_TAT,RM_TAT,Final_TAT,Overall_TAT,Current_Exposure,Proposed_Exposure,CAM_Finalization_InDate,CAM_Finalization_TAT
517,CTPT-4226,NA,APP-1516,"Romero, Meyer and King",Construction,PENDING,APPWF_RNWBB,Fresh,Y,SOUTH,Joshua Ramos,RM9806,Deborah Valdez,Ralph Horton,Jeffrey Phillips,ZCC,June,4,Y,Y,15-09-2023,17-09-2023,17-09-2023,19-09-2023,NA,NA,9,2,4,15,1,4,20,20,66473899,69169002,NA,NA
518,CTPT-2967,NA,APP-1517,Anderson Group,Pharmaceuticals,PENDING,APPWF_RSTBB,Renewal,N,SOUTH,David Stevens,RM4293,William Clark,Elizabeth Doyle,Dana Vargas,ZCC,March,7,Y,N,24-10-2021,26-10-2021,26-10-2021,28-10-2021,NA,NA,2,6,4,12,4,2,18,19,92734824,95561198,NA,NA
519,CTPT-3411,NA,APP-1518,Morgan Group,Education,PENDING,APPWF_RSTBB,Fresh,N,NORTH,Joshua Ramos,RM4822,Crystal Fischer,Adam Moreno,Jeffrey Phillips,BOD,January,10,N,N,06-01-2018,06-01-2018,09-01-2018,11-01-2018,NA,NA,3,4,2,9,1,1,11,12,65337105,69605806,NA,NA
520,CTPT-6299,NA,APP-1519,Page-Reyes,Manufacturing,APPROVE,APPWF_BGNBB,Fresh,N,EAST,Edward Rodriguez,RM3597,Corey Johnson,Elizabeth Doyle,Jeffrey Phillips,BOD,April,9,Y,Y,15-12-2023,17-12-2023,18-12-2023,20-12-2023,20-12-2023,25-12-2023,4,2,5,11,4,2,17,17,59268984,63996487,25-12-2023,0
521,CTPT-2834,FCR-423,APP-1520,"Rice, Cole and Young",Retail,REJECT,APPWF_RSTBB,Fresh,Y,SOUTH,David Stevens,RM2632,Max Sanders,Elizabeth Doyle,Rachel Contreras,BOD,May,4,Y,N,08-04-2025,10-04-2025,13-04-2025,17-04-2025,NA,NA,3,4,5,12,1,5,18,19,99953748,101296859,NA,NA
522,CTPT-8089,NA,APP-1521,"Underwood, Mercer and Hunt",Textiles,APPROVE,APPWF_RSTBB,Renewal,Y,WEST,Jeffrey Wallace,RM5650,Shannon White,Adam Moreno,Stephen Hess,JDC,July,9,Y,Y,15-08-2023,16-08-2023,16-08-2023,19-08-2023,20-08-2023,20-08-2023,7,2,7,16,3,3,22,23,72600842,73567907,23-08-2023,3
523,CTPT-5057,NA,APP-1522,Peterson PLC,Textiles,APPROVE,APPWF_RSTBB,Restructuring,Y,CENTRAL,Tammy Harris,RM1193,Danny Hoffman,Ralph Horton,Rachel Contreras,ZCC,May,3,N,N,17-02-2018,19-02-2018,22-02-2018,23-02-2018,23-02-2018,28-02-2018,5,7,6,18,5,5,28,30,64498669,69009734,28-02-2018,0
524,CTPT-7524,FCR-703,APP-1523,"Smith, Hernandez and Andrade",Education,PENDING,APPWF_BGNBB,Renewal,Y,EAST,David Stevens,RM9842,Catherine Brewer,Michael Terry,Rachel Contreras,JDC,September,4,Y,Y,25-08-2022,26-08-2022,26-08-2022,30-08-2022,NA,NA,9,4,9,22,2,1,25,26,57921783,59785569,NA,NA
525,CTPT-6774,NA,APP-1524,Daugherty Ltd,Manufacturing,APPROVE,APPWF_BGNBB,Fresh,N,EAST,Shannon Clark,RM3277,Max Sanders,Ralph Horton,Jeffrey Phillips,JDC,November,3,Y,N,22-04-2025,23-04-2025,25-04-2025,30-04-2025,03-05-2025,04-05-2025,7,6,9,22,3,3,28,31,74859164,78343346,04-05-2025,0
526,CTPT-2474,NA,APP-1525,"Hall, Curtis and Reeves",Construction,APPROVE,APPWF_RNWBB,Fresh,Y,EAST,Alexandra Sanders PhD,RM9771,Deborah Valdez,Adam Moreno,Jennifer Sullivan,JDC,March,7,N,N,03-05-2022,03-05-2022,03-05-2022,04-05-2022,07-05-2022,12-05-2022,1,6,1,8,4,2,14,17,84858193,86804637,14-05-2022,2
527,CTPT-5213,FCR-754,APP-1526,"Andrews, Beck and Stout",Textiles,APPROVE,APPWF_RSTBB,Restructuring,N,EAST,Christopher Ellis,RM5487,Joshua Shelton,Michael Terry,Jennifer Sullivan,ZCC,June,7,Y,N,12-09-2020,13-09-2020,16-09-2020,19-09-2020,22-09-2020,22-09-2020,1,5,5,11,4,2,17,19,41408180,42271121,24-09-2020,2
528,CTPT-9462,NA,APP-1527,"Nguyen, Ward and Moore",Retail,PENDING,APPWF_RSTBB,Renewal,N,EAST,Felicia Fisher,RM9572,Corey Johnson,Adam Moreno,Jeffrey Phillips,ZCC,January,8,N,N,02-12-2023,04-12-2023,05-12-2023,08-12-2023,NA,NA,10,2,3,15,1,3,19,19,46255429,49962611,NA,NA
529,CTPT-1287,NA,APP-1528,Trujillo Inc,Manufacturing,PENDING,APPWF_RSTBB,Restructuring,N,NORTH,Christopher Ellis,RM2732,Deborah Valdez,Adam Moreno,Jennifer Sullivan,FRC,October,3,N,Y,01-09-2018,02-09-2018,05-09-2018,08-09-2018,NA,NA,5,4,4,13,2,1,16,19,78032521,79296922,NA,NA
530,CTPT-3159,FCR-385,APP-1529,Williams-Hall,IT Services,APPROVE,APPWF_RNWBB,Restructuring,N,EAST,Jeffrey Wallace,RM3872,Ronald Evans,Ralph Horton,Jennifer Sullivan,FRC,November,5,Y,N,05-08-2018,05-08-2018,06-08-2018,11-08-2018,14-08-2018,14-08-2018,1,2,2,5,3,2,10,11,31655701,34595985,14-08-2018,0
531,CTPT-9852,FCR-154,APP-1530,"West, Potter and Gonzalez",Education,APPROVE,APPWF_BGNBB,Fresh,N,EAST,David Stevens,RM3886,Shannon Rivera,Michael Terry,Jennifer Sullivan,ZCC,October,3,N,N,29-01-2020,31-01-2020,03-02-2020,05-02-2020,08-02-2020,09-02-2020,8,8,7,23,1,3,27,27,19691178,22129393,11-02-2020,2
532,CTPT-6701,NA,APP-1531,Roberts-Armstrong,IT Services,PENDING,APPWF_BGNBB,Fresh,N,CENTRAL,Savannah Watts,RM9044,Cassandra Long MD,Adam Moreno,Jennifer Sullivan,FRC,May,2,Y,N,05-12-2024,06-12-2024,09-12-2024,09-12-2024,NA,NA,10,8,9,27,4,3,34,34,17066693,17665169,NA,NA
533,CTPT-2896,FCR-446,APP-1532,Robinson-Mclean,Pharmaceuticals,PENDING,APPWF_RSTBB,Restructuring,N,SOUTH,Jeffrey Wallace,RM9987,Willie Lewis,Adam Moreno,Jeffrey Phillips,BOD,October,5,Y,Y,07-10-2018,08-10-2018,09-10-2018,12-10-2018,NA,NA,9,6,7,22,5,3,30,31,29006979,31654839,NA,NA
534,CTPT-4343,NA,APP-1533,Garcia-Russell,Textiles,REJECT,APPWF_RSTBB,Fresh,N,SOUTH,Tammy Harris,RM4656,William Clark,Elizabeth Doyle,Rachel Contreras,BOD,October,5,Y,N,23-01-2022,25-01-2022,26-01-2022,28-01-2022,NA,NA,10,1,5,16,5,5,26,26,75732181,76586202,NA,NA
535,CTPT-8748,NA,APP-1534,"Shelton, Marshall and Maldonado",Automobile,APPROVE,APPWF_RSTBB,Restructuring,N,NORTH,Tammy Harris,RM3988,Ross Green,Michael Terry,Dana Vargas,JDC,November,9,N,N,14-11-2021,15-11-2021,16-11-2021,21-11-2021,21-11-2021,25-11-2021,8,6,3,17,3,4,24,26,49881943,50529331,26-11-2021,1
536,CTPT-3843,NA,APP-1535,"Willis, Pope and Johnson",Textiles,PENDING,APPWF_RSTBB,Renewal,N,NORTH,Hannah Mckay,RM7497,Crystal Fischer,Justin Myers,Jeffrey Phillips,FRC,November,4,N,Y,19-09-2021,19-09-2021,19-09-2021,20-09-2021,NA,NA,1,9,5,15,3,4,22,22,24171850,26757371,NA,NA
537,CTPT-7349,FCR-559,APP-1536,Leon-Romero,Textiles,PENDING,APPWF_RSTBB,Fresh,N,SOUTH,Savannah Watts,RM4046,Ross Green,Justin Myers,Jeffrey Phillips,ZCC,August,4,N,N,27-05-2021,29-05-2021,29-05-2021,03-06-2021,NA,NA,6,6,3,15,2,3,20,23,28106742,27649702,NA,NA
538,CTPT-1126,NA,APP-1537,Banks PLC,IT Services,APPROVE,APPWF_RNWBB,Restructuring,N,EAST,Nancy Beck,RM3168,Deborah Valdez,Adam Moreno,Dana Vargas,FRC,January,4,N,Y,25-12-2019,27-12-2019,29-12-2019,01-01-2020,04-01-2020,09-01-2020,2,9,7,18,3,2,23,23,54879822,55211485,10-01-2020,1
539,CTPT-4353,FCR-572,APP-1538,Spence-Simpson,Automobile,PENDING,APPWF_BGNBB,Renewal,N,WEST,Samantha Smith DDS,RM3434,Deborah Valdez,Adam Moreno,Jeffrey Phillips,ZCC,February,3,Y,N,15-11-2018,16-11-2018,18-11-2018,21-11-2018,NA,NA,3,5,7,15,3,2,20,23,55026030,55048000,NA,NA
540,CTPT-2908,NA,APP-1539,"Martin, Joyce and Avila",Retail,REJECT,APPWF_RNWBB,Fresh,Y,SOUTH,Peter Walker,RM3059,Shannon White,Michael Terry,Rachel Contreras,JDC,May,2,Y,N,26-08-2020,28-08-2020,29-08-2020,03-09-2020,NA,NA,5,5,7,17,1,4,22,24,66298502,67614103,NA,NA
541,CTPT-3965,FCR-851,APP-1540,Costa Ltd,IT Services,APPROVE,APPWF_RNWBB,Fresh,Y,NORTH,Shannon Clark,RM6598,James King,Michael Terry,Jeffrey Phillips,BOD,September,5,Y,Y,03-01-2025,05-01-2025,06-01-2025,08-01-2025,08-01-2025,12-01-2025,7,4,10,21,4,2,27,27,9388898,12363920,12-01-2025,0
542,CTPT-2138,NA,APP-1541,"Mendoza, Williams and Fleming",Construction,REJECT,APPWF_RNWBB,Fresh,Y,NORTH,Peter Walker,RM4405,Shannon White,Michael Terry,Dana Vargas,BOD,September,10,N,N,06-03-2024,07-03-2024,08-03-2024,09-03-2024,NA,NA,3,5,1,9,4,2,15,15,76928665,80650120,NA,NA
543,CTPT-8955,NA,APP-1542,Watson-Benjamin,Manufacturing,REJECT,APPWF_BGNBB,Restructuring,N,SOUTH,Shannon Clark,RM9246,Cassandra Long MD,Ralph Horton,Jeffrey Phillips,FRC,December,6,Y,Y,05-11-2018,06-11-2018,08-11-2018,10-11-2018,NA,NA,7,2,8,17,2,4,23,25,87754808,89807455,NA,NA
544,CTPT-3478,NA,APP-1543,Graham-Ingram,Textiles,PENDING,APPWF_RSTBB,Renewal,N,NORTH,Edward Rodriguez,RM6137,Shannon Rivera,Elizabeth Doyle,Jeffrey Phillips,BOD,May,8,Y,N,14-11-2020,16-11-2020,17-11-2020,20-11-2020,NA,NA,9,5,9,23,2,2,27,27,57023779,56719229,NA,NA
545,CTPT-3827,FCR-807,APP-1544,Douglas Inc,Education,PENDING,APPWF_RNWBB,Restructuring,Y,EAST,Elizabeth Townsend,RM4897,Danny Hoffman,Ralph Horton,Dana Vargas,JDC,May,8,N,N,27-09-2020,27-09-2020,27-09-2020,01-10-2020,NA,NA,9,3,2,14,4,4,22,25,30407132,33000375,NA,NA
546,CTPT-4652,NA,APP-1545,"Rivas, Boyer and Mooney",Automobile,REJECT,APPWF_RNWBB,Restructuring,Y,EAST,Jeffrey Wallace,RM9506,Cassandra Long MD,Adam Moreno,Jennifer Sullivan,BOD,October,5,N,N,27-07-2024,28-07-2024,31-07-2024,05-08-2024,NA,NA,6,2,7,15,1,1,17,19,75699667,80131503,NA,NA
547,CTPT-9624,NA,APP-1546,"Yu, Velez and Roberts",Automobile,APPROVE,APPWF_RNWBB,Renewal,N,SOUTH,Scott Martin,RM9059,Brianna Wood,Adam Moreno,Jennifer Sullivan,BOD,May,9,Y,Y,23-03-2022,23-03-2022,24-03-2022,24-03-2022,25-03-2022,26-03-2022,5,1,6,12,2,1,15,18,49601526,54411142,29-03-2022,3
548,CTPT-8798,NA,APP-1547,"Garcia, Miller and Smith",Education,REJECT,APPWF_RNWBB,Restructuring,N,SOUTH,Joshua Ramos,RM2002,Catherine Brewer,Justin Myers,Rachel Contreras,JDC,November,7,N,N,04-05-2020,04-05-2020,05-05-2020,10-05-2020,NA,NA,10,9,3,22,1,2,25,25,59509128,60801732,NA,NA
549,CTPT-7558,NA,APP-1548,Weaver-Hernandez,Retail,PENDING,APPWF_RSTBB,Renewal,N,WEST,Felicia Fisher,RM9094,Christopher Martin,Adam Moreno,Rachel Contreras,FRC,December,2,N,N,19-08-2022,20-08-2022,22-08-2022,27-08-2022,NA,NA,6,10,7,23,2,5,30,33,55743626,57927842,NA,NA
550,CTPT-7050,NA,APP-1549,Nelson LLC,Construction,PENDING,APPWF_RNWBB,Renewal,Y,NORTH,Alexandra Sanders PhD,RM6155,Ronald Evans,Ralph Horton,Dana Vargas,ZCC,December,8,N,N,22-04-2021,23-04-2021,24-04-2021,27-04-2021,NA,NA,3,4,10,17,5,3,25,27,72620985,72444128,NA,NA
551,CTPT-8897,NA,APP-1550,Blackburn-Watson,Pharmaceuticals,APPROVE,APPWF_BGNBB,Renewal,N,WEST,Wendy Haynes,RM6146,Joshua Shelton,Ralph Horton,Jeffrey Phillips,FRC,November,9,Y,Y,12-07-2020,13-07-2020,15-07-2020,18-07-2020,19-07-2020,24-07-2020,3,1,7,11,4,1,16,19,80629601,81957549,26-07-2020,2
552,CTPT-9931,NA,APP-1551,Salazar and Sons,Retail,PENDING,APPWF_RSTBB,Renewal,N,SOUTH,David Stevens,RM5546,Christy Sanchez,Ralph Horton,Dana Vargas,ZCC,September,10,N,N,18-05-2024,18-05-2024,21-05-2024,23-05-2024,NA,NA,2,3,6,11,2,3,16,19,13351024,12926547,NA,NA
553,CTPT-8779,FCR-891,APP-1552,Reed Group,Retail,PENDING,APPWF_BGNBB,Renewal,Y,NORTH,David Stevens,RM9183,Shannon White,Ralph Horton,Jeffrey Phillips,JDC,August,1,N,N,31-10-2019,01-11-2019,03-11-2019,08-11-2019,NA,NA,7,1,4,12,2,3,17,19,92635093,94574909,NA,NA
554,CTPT-5764,NA,APP-1553,Miranda Group,Retail,APPROVE,APPWF_RNWBB,Fresh,Y,NORTH,Alexandra Sanders PhD,RM6056,Crystal Fischer,Michael Terry,Jeffrey Phillips,JDC,November,3,N,N,10-02-2021,10-02-2021,11-02-2021,12-02-2021,14-02-2021,14-02-2021,1,4,7,12,2,3,17,19,71367825,71197645,14-02-2021,0
555,CTPT-7019,NA,APP-1554,Small-Randall,Manufacturing,REJECT,APPWF_RSTBB,Renewal,N,NORTH,Selena Hughes,RM1437,James King,Adam Moreno,Stephen Hess,BOD,February,5,Y,Y,30-01-2019,01-02-2019,02-02-2019,03-02-2019,NA,NA,10,7,6,23,5,4,32,34,48846761,52378996,NA,NA
556,CTPT-4174,FCR-615,APP-1555,Mcguire-Weber,Textiles,APPROVE,APPWF_BGNBB,Restructuring,N,CENTRAL,Gary Murphy,RM8068,Corey Johnson,Ralph Horton,Jennifer Sullivan,FRC,July,10,N,N,16-02-2022,18-02-2022,20-02-2022,21-02-2022,22-02-2022,25-02-2022,8,1,6,15,4,4,23,23,16425914,21328144,26-02-2022,1
557,CTPT-2161,NA,APP-1556,"Richardson, Daniels and Lewis",Textiles,REJECT,APPWF_RSTBB,Renewal,Y,NORTH,David Stevens,RM2196,Shannon Rivera,Ralph Horton,Dana Vargas,ZCC,December,6,Y,N,31-08-2023,02-09-2023,05-09-2023,07-09-2023,NA,NA,7,7,8,22,5,2,29,31,47473226,51745305,NA,NA
558,CTPT-3574,NA,APP-1557,Holden and Sons,Manufacturing,APPROVE,APPWF_RSTBB,Restructuring,N,NORTH,Peter Walker,RM7398,Kathleen Stanley,Justin Myers,Dana Vargas,FRC,November,10,Y,N,24-04-2021,24-04-2021,24-04-2021,24-04-2021,27-04-2021,29-04-2021,7,5,7,19,1,1,21,23,97276662,100081992,30-04-2021,1
559,CTPT-5340,NA,APP-1558,Campbell-Sims,Retail,REJECT,APPWF_RNWBB,Fresh,N,NORTH,Scott Martin,RM3095,Jason Johnson,Michael Terry,Rachel Contreras,JDC,March,6,N,Y,10-03-2018,10-03-2018,13-03-2018,18-03-2018,NA,NA,7,9,10,26,2,5,33,36,48606136,49228223,NA,NA
560,CTPT-5505,NA,APP-1559,Smith-Gibson,Construction,PENDING,APPWF_RNWBB,Fresh,N,EAST,Wendy Haynes,RM8135,Corey Johnson,Adam Moreno,Jeffrey Phillips,ZCC,August,2,N,Y,26-01-2019,26-01-2019,29-01-2019,29-01-2019,NA,NA,4,5,7,16,1,4,21,21,93815775,96718865,NA,NA
561,CTPT-1548,NA,APP-1560,Roy Group,IT Services,APPROVE,APPWF_BGNBB,Fresh,N,WEST,Samantha Smith DDS,RM6115,Joshua Shelton,Elizabeth Doyle,Dana Vargas,ZCC,March,4,Y,Y,15-11-2020,16-11-2020,19-11-2020,23-11-2020,23-11-2020,26-11-2020,5,1,7,13,5,3,21,22,98568808,100793604,27-11-2020,1
562,CTPT-1210,FCR-149,APP-1561,"Campbell, Mercado and Porter",Manufacturing,APPROVE,APPWF_RSTBB,Renewal,N,SOUTH,Peter Walker,RM6210,Max Sanders,Elizabeth Doyle,Jeffrey Phillips,FRC,December,4,N,N,18-08-2022,19-08-2022,22-08-2022,26-08-2022,29-08-2022,29-08-2022,7,3,5,15,3,1,19,22,71610575,75373571,01-09-2022,3
563,CTPT-2357,NA,APP-1562,Harris-Bailey,Manufacturing,PENDING,APPWF_BGNBB,Fresh,Y,EAST,Wendy Haynes,RM8692,William Clark,Justin Myers,Dana Vargas,BOD,September,4,N,N,19-02-2022,21-02-2022,22-02-2022,23-02-2022,NA,NA,3,2,4,9,2,2,13,15,90930457,91820715,NA,NA
564,CTPT-8633,NA,APP-1563,Hughes-Flynn,Retail,REJECT,APPWF_RNWBB,Fresh,Y,CENTRAL,Joshua Ramos,RM3183,James King,Ralph Horton,Jeffrey Phillips,BOD,October,2,Y,N,25-04-2020,25-04-2020,26-04-2020,30-04-2020,NA,NA,4,1,5,10,5,1,16,19,78902702,80092858,NA,NA
565,CTPT-9792,NA,APP-1564,Ramos Inc,Automobile,PENDING,APPWF_BGNBB,Restructuring,N,SOUTH,Wendy Haynes,RM7236,Shannon White,Adam Moreno,Dana Vargas,ZCC,December,4,N,Y,12-01-2021,14-01-2021,14-01-2021,15-01-2021,NA,NA,9,3,3,15,5,2,22,23,78172623,81670201,NA,NA
566,CTPT-9429,NA,APP-1565,Carey Group,IT Services,APPROVE,APPWF_RSTBB,Restructuring,Y,CENTRAL,Shannon Clark,RM8079,Shannon Rivera,Elizabeth Doyle,Dana Vargas,ZCC,February,1,Y,N,03-02-2022,05-02-2022,06-02-2022,10-02-2022,13-02-2022,17-02-2022,5,2,6,13,4,2,19,20,53607665,53547731,18-02-2022,1
567,CTPT-4118,NA,APP-1566,Reynolds-Aguilar,Pharmaceuticals,PENDING,APPWF_RSTBB,Restructuring,Y,NORTH,Samantha Smith DDS,RM4093,James King,Elizabeth Doyle,Stephen Hess,FRC,February,7,N,Y,15-08-2022,16-08-2022,19-08-2022,19-08-2022,NA,NA,5,3,5,13,4,3,20,20,60143189,63812972,NA,NA
568,CTPT-2979,FCR-109,APP-1567,Friedman-Mercer,IT Services,APPROVE,APPWF_RNWBB,Restructuring,Y,WEST,Wendy Haynes,RM8318,Ross Green,Ralph Horton,Stephen Hess,BOD,April,8,N,N,18-02-2023,20-02-2023,23-02-2023,28-02-2023,28-02-2023,04-03-2023,8,9,5,22,2,4,28,30,44162292,45480175,04-03-2023,0
569,CTPT-8653,NA,APP-1568,Cruz PLC,Automobile,PENDING,APPWF_RNWBB,Fresh,N,WEST,Jeffrey Wallace,RM4536,Crystal Fischer,Justin Myers,Rachel Contreras,FRC,November,3,Y,N,24-12-2021,25-12-2021,26-12-2021,30-12-2021,NA,NA,7,9,10,26,2,2,30,31,75806256,77892289,NA,NA
570,CTPT-4807,NA,APP-1569,Garrison PLC,Construction,APPROVE,APPWF_BGNBB,Renewal,Y,CENTRAL,Nancy Beck,RM3928,Jason Johnson,Adam Moreno,Jeffrey Phillips,BOD,May,7,Y,N,27-02-2018,01-03-2018,04-03-2018,05-03-2018,08-03-2018,08-03-2018,6,7,9,22,5,1,28,30,43805692,48231735,09-03-2018,1
571,CTPT-1257,NA,APP-1570,Spence LLC,Construction,PENDING,APPWF_BGNBB,Restructuring,N,CENTRAL,Tammy Harris,RM3567,Jason Johnson,Justin Myers,Stephen Hess,BOD,February,5,Y,N,21-03-2020,21-03-2020,24-03-2020,24-03-2020,NA,NA,7,2,9,18,5,4,27,30,90966941,92037222,NA,NA
572,CTPT-8323,NA,APP-1571,"Carter, Hopkins and Watson",Pharmaceuticals,APPROVE,APPWF_BGNBB,Renewal,Y,SOUTH,Christopher Ellis,RM3060,Joshua Shelton,Ralph Horton,Dana Vargas,JDC,June,9,Y,N,11-12-2024,11-12-2024,12-12-2024,16-12-2024,16-12-2024,20-12-2024,8,9,8,25,2,4,31,33,71266784,72851199,21-12-2024,1
573,CTPT-8928,FCR-324,APP-1572,Green and Sons,Retail,APPROVE,APPWF_RSTBB,Renewal,Y,CENTRAL,Joshua Ramos,RM5505,Deborah Valdez,Ralph Horton,Dana Vargas,ZCC,June,9,Y,N,31-01-2023,31-01-2023,02-02-2023,06-02-2023,09-02-2023,09-02-2023,10,4,4,18,2,1,21,21,3839083,6956252,12-02-2023,3
574,CTPT-3168,NA,APP-1573,"Pierce, Gardner and Hall",Automobile,REJECT,APPWF_RNWBB,Renewal,N,CENTRAL,Christopher Ellis,RM3482,James King,Elizabeth Doyle,Rachel Contreras,FRC,December,2,N,Y,13-11-2023,14-11-2023,16-11-2023,16-11-2023,NA,NA,6,1,4,11,3,5,19,20,8945214,12098870,NA,NA
575,CTPT-7497,NA,APP-1574,Clark Inc,Textiles,APPROVE,APPWF_RNWBB,Fresh,Y,CENTRAL,Jeffrey Wallace,RM8241,Brianna Wood,Michael Terry,Stephen Hess,JDC,August,9,N,N,11-05-2022,11-05-2022,12-05-2022,14-05-2022,15-05-2022,15-05-2022,7,9,1,17,2,4,23,24,35538130,39840268,16-05-2022,1
576,CTPT-1188,NA,APP-1575,"Rodriguez, Buchanan and Ramsey",Retail,PENDING,APPWF_BGNBB,Restructuring,Y,EAST,Tiffany Davis,RM8220,Ross Green,Ralph Horton,Jeffrey Phillips,FRC,September,7,Y,N,15-04-2020,16-04-2020,17-04-2020,20-04-2020,NA,NA,10,2,7,19,5,4,28,30,28906984,29230147,NA,NA
577,CTPT-1563,NA,APP-1576,"Patterson, Spears and Dean",Construction,PENDING,APPWF_RNWBB,Fresh,Y,EAST,Joshua Ramos,RM5432,Jason Johnson,Ralph Horton,Jeffrey Phillips,BOD,February,5,Y,Y,22-07-2024,24-07-2024,24-07-2024,29-07-2024,NA,NA,4,1,2,7,3,4,14,16,5379124,6070708,NA,NA
578,CTPT-7677,NA,APP-1577,"Johnston, Bonilla and Johnson",Pharmaceuticals,APPROVE,APPWF_RSTBB,Fresh,Y,NORTH,Alexandra Sanders PhD,RM2474,Shannon White,Michael Terry,Stephen Hess,JDC,December,4,Y,Y,30-07-2021,01-08-2021,02-08-2021,06-08-2021,06-08-2021,06-08-2021,4,7,6,17,5,4,26,26,93135145,96438066,06-08-2021,0
579,CTPT-1208,NA,APP-1578,Chen-Roberts,Retail,REJECT,APPWF_RSTBB,Restructuring,N,CENTRAL,Savannah Watts,RM8242,Cassandra Long MD,Adam Moreno,Jennifer Sullivan,JDC,February,7,Y,N,20-06-2022,20-06-2022,22-06-2022,23-06-2022,NA,NA,2,8,10,20,2,1,23,24,70431236,73680288,NA,NA
580,CTPT-5029,NA,APP-1579,Howard-Conway,Retail,PENDING,APPWF_BGNBB,Fresh,Y,WEST,Gary Murphy,RM6111,Corey Johnson,Ralph Horton,Dana Vargas,JDC,November,1,N,N,19-01-2020,21-01-2020,21-01-2020,25-01-2020,NA,NA,8,3,9,20,5,5,30,33,55900312,60615345,NA,NA
581,CTPT-3532,NA,APP-1580,Kelly-Simmons,Automobile,REJECT,APPWF_RSTBB,Restructuring,Y,NORTH,Tiffany Davis,RM4654,Shannon White,Ralph Horton,Rachel Contreras,FRC,October,7,N,N,06-12-2024,08-12-2024,08-12-2024,11-12-2024,NA,NA,4,4,8,16,1,1,18,18,83563835,87507921,NA,NA
582,CTPT-1555,NA,APP-1581,"Jones, Barnes and Mcintyre",Manufacturing,APPROVE,APPWF_RNWBB,Fresh,N,EAST,Shannon Clark,RM6557,Brianna Wood,Adam Moreno,Stephen Hess,BOD,July,3,Y,N,26-11-2022,27-11-2022,28-11-2022,01-12-2022,01-12-2022,05-12-2022,9,4,8,21,3,5,29,32,20138364,23935682,05-12-2022,0
583,CTPT-1009,NA,APP-1582,"Rose, Copeland and Nash",Textiles,REJECT,APPWF_RNWBB,Restructuring,Y,SOUTH,Tiffany Davis,RM9978,Joshua Shelton,Elizabeth Doyle,Jennifer Sullivan,ZCC,August,4,N,N,23-02-2020,23-02-2020,23-02-2020,28-02-2020,NA,NA,5,5,2,12,5,1,18,19,26577808,31296099,NA,NA
584,CTPT-8977,NA,APP-1583,"West, Christensen and Lee",IT Services,APPROVE,APPWF_RNWBB,Renewal,N,NORTH,Wendy Haynes,RM5934,Christopher Martin,Adam Moreno,Jeffrey Phillips,FRC,January,3,N,Y,12-01-2023,12-01-2023,12-01-2023,17-01-2023,19-01-2023,19-01-2023,9,7,6,22,3,4,29,29,49053049,50476230,22-01-2023,3
585,CTPT-2244,NA,APP-1584,Decker-Sullivan,IT Services,PENDING,APPWF_RSTBB,Renewal,Y,WEST,Tiffany Davis,RM7077,Joshua Shelton,Ralph Horton,Stephen Hess,ZCC,April,6,N,N,27-02-2025,27-02-2025,01-03-2025,03-03-2025,NA,NA,1,10,7,18,1,1,20,23,76211991,80822967,NA,NA
586,CTPT-3452,FCR-153,APP-1585,"Collins, Orozco and May",Textiles,APPROVE,APPWF_RSTBB,Fresh,Y,NORTH,Joshua Ramos,RM5635,Joshua Shelton,Ralph Horton,Rachel Contreras,FRC,September,4,N,N,04-02-2018,06-02-2018,06-02-2018,06-02-2018,06-02-2018,09-02-2018,8,1,6,15,1,4,20,22,14116749,16571154,09-02-2018,0
587,CTPT-9360,FCR-864,APP-1586,Reid Group,Construction,REJECT,APPWF_RNWBB,Fresh,Y,WEST,Joshua Ramos,RM4294,Crystal Fischer,Michael Terry,Dana Vargas,BOD,March,7,Y,Y,22-03-2018,23-03-2018,23-03-2018,24-03-2018,NA,NA,10,3,7,20,3,3,26,28,72612471,76109994,NA,NA
588,CTPT-8647,NA,APP-1587,Hayes-Shepard,Textiles,APPROVE,APPWF_RNWBB,Renewal,N,CENTRAL,Selena Hughes,RM2599,Joshua Shelton,Michael Terry,Rachel Contreras,JDC,January,7,Y,N,02-04-2023,02-04-2023,04-04-2023,08-04-2023,11-04-2023,12-04-2023,7,7,9,23,3,5,31,32,74373385,76379773,14-04-2023,2
589,CTPT-1804,NA,APP-1588,"Ray, Smith and Zimmerman",Pharmaceuticals,APPROVE,APPWF_RSTBB,Restructuring,N,WEST,Tammy Harris,RM7582,Christopher Martin,Ralph Horton,Stephen Hess,JDC,February,6,Y,Y,29-06-2022,30-06-2022,03-07-2022,08-07-2022,09-07-2022,13-07-2022,8,7,8,23,3,3,29,29,84605392,86382636,16-07-2022,3
